GEO,WEEK_START,YT_PAID_IMP,YT_ORG_IMP,GOOGLE_IMP,EMAIL_IMP,FB_IMP,AFF_IMP,GOOGLE_SPEND,FB_SPEND,AFF_SPEND,REVENUE
N,1/4/20,35660,22465,457,710380,156178,11653,4.85,2705.78,256.95,239133
N,1/11/20,10030,26315,846,944136,221444,15562,21.17,4932.67,325.63,174766
N,1/18/20,23209,24516,476,894265,258821,17034,4.28,7337.58,421.59,206752
N,1/25/20,29267,24249,563,739128,193444,15907,11.55,2829.12,189.69,150583
N,2/1/20,34830,28704,772,2305324,79940,17096,16.12,1834.62,446.21,153048
N,2/8/20,34056,29750,196,844088,249093,12490,2.33,3250.66,210.77,158608
N,2/15/20,31287,34763,156,668421,481407,13916,3.31,12023.14,234.83,260588
N,2/22/20,26607,34809,205,961642,464484,16254,2.84,11182.45,190.17,243116
N,2/29/20,23149,30151,864,693178,202042,14813,14.46,2500.27,439.95,187886
O,1/6/18,185,222,669,1440437,230891,63602,11.2,5766.5,1516.91,195068
O,1/13/18,726,16,105,2085199,42377,56199,1.3,676.97,1492.08,196842
O,1/20/18,177,45,538,1768412,130524,73848,11.81,2555.01,1561.89,195278
O,1/27/18,841,972,985,1720272,236205,53148,11.35,6005.51,1542.62,240968
O,2/3/18,878,793,950,1681485,128555,44817,18.64,3297.44,1038.63,205462
O,2/10/18,710,837,791,1788852,114054,63340,14.38,2386.58,1852.7,209637
O,2/17/18,748,126,190,2611122,344850,55977,3.35,7681.53,1133.53,279012
O,2/24/18,456,162,625,2285322,29,48442,8.33,0.8,1373.33,316939
O,3/3/18,560,318,73,1741803,39334,48319,1.46,460.21,924.1,272712
O,3/10/18,729,215,873,1942471,274375,50042,15.87,5741.3,1373.65,286119
O,3/17/18,511,676,636,1915437,36498,56679,13.05,763.72,1288.03,286257
O,3/24/18,382,262,855,1746891,210103,60013,16.78,2647.3,1444.81,264739
O,3/31/18,887,750,204,1759518,107080,56187,3.49,2987.53,1150.43,224711
O,4/7/18,727,761,613137,1725799,318202,46846,9822.45,4510.51,716.74,195571
O,4/14/18,350,469,1062374,2089284,162488,48532,19122.73,2778.54,939.09,230955
O,4/21/18,642,460,993607,1696046,117682,58661,21998.46,2091.8,805.12,257929
O,4/28/18,913,558,1066129,1949057,72496,43134,10170.87,2234.69,553.19,235010
O,5/5/18,211,701,1217273,1644702,125438,41114,17309.62,2088.54,851.06,239662
O,5/12/18,675,907,1657820,1430276,90315,49910,41478.66,2438.51,729.93,250611
O,5/19/18,509,661,1567620,1558983,15480,43865,20316.36,198.53,651.4,234210
O,5/26/18,494,352,1582291,1883195,45491,51328,22215.37,624.36,1582.19,214700
O,6/2/18,280,490,1229100,1376563,145144,56991,28318.46,3037.14,807.85,266295
O,6/9/18,191,587,1108793,1546648,215192,49068,16964.53,2420.91,1302.76,241359
O,6/16/18,264,404,1003314,1393158,114041,48728,16795.48,3233.06,899.03,244779
O,6/23/18,752,391,1074141,1625236,79414,57886,16047.67,2412.2,1758.29,180996
O,6/30/18,246,176,1279040,1530725,101817,58007,22332.04,1809.8,1513.98,250731
O,7/7/18,390,870,1703782,1334533,88884,56882,19627.57,2339.87,831.9,186323
O,7/14/18,748,395,2004728,1908025,347452,65541,40415.32,5472.37,1223.98,287071
O,7/21/18,4,280,1631564,1449272,321885,58572,37003.87,5793.93,1041.12,372675
O,7/28/18,889,219,1657437,1513279,227458,57676,20287.03,6499.61,1622.14,267838
O,8/4/18,826,404,1545023,1179816,265244,59469,25307.48,5251.83,869.73,266303
O,8/11/18,368,265,1629364,1470528,326301,47376,26102.41,5726.58,799.47,227706
O,8/18/18,912,356,2345692,1702888,474950,45687,55733.64,8762.83,914.88,287074
O,8/25/18,135,291,2467547,1724905,857931,52875,59517.23,14863.65,1439.52,351723
O,9/1/18,693,478,2538610,1365668,718688,44074,55747.88,17464.12,1051.16,265806
O,9/8/18,484,694,2476877,1431602,762482,37947,61971.46,20930.13,469.59,227785
O,9/15/18,532,858,2848767,1392023,662329,32980,54354.47,10431.68,615.9,288336
O,9/22/18,164,263,2720117,1348332,631875,25213,41617.79,19051.03,765.84,288617
O,9/29/18,40,39,3570847,1189585,595350,32419,89342.59,13663.28,408.48,321555
O,10/6/18,212,2268,3380809,1092911,283050,29275,48075.1,5986.51,579.65,360457
O,10/13/18,360,5417,2623754,1082840,310647,27833,33531.58,6849.77,832.9,373481
O,10/20/18,896,6030,3525426,1065454,293318,26328,85033.28,4289.78,497.6,406373
O,10/27/18,272,5550,3349221,1127534,306897,23638,59080.26,4833.63,473.35,413655
O,11/3/18,953,6462,3499719,1105461,474744,23750,88192.92,6836.31,582.47,473251
O,11/10/18,10,16333,5937394,2293867,664159,26561,134660.1,17932.29,591.65,702473
O,11/17/18,345,13819,8488828,2252756,830665,19976,163494.83,20745.86,611.27,814560
O,11/24/18,3584,7770,10116282,2292429,1748536,21877,122002.36,49571,620.21,1282688
O,12/1/18,5122,5384,6676427,2833835,376532,27093,143009.07,5422.06,390.14,982547
O,12/8/18,52775,5113,3267084,1752822,221020,26664,37636.81,3928.63,743.93,691634
O,12/15/18,46855,7485,2395955,1455293,428681,18056,57359.16,6076.55,540.33,781954
O,12/22/18,27750,7425,2054579,1419648,147451,18955,44748.73,4047.53,307.07,478601
O,12/29/18,27061,7749,2072912,2001276,107989,29330,50744.89,2259.67,897.5,215837
O,1/5/19,17946,7127,1933682,1998603,42325,32658,43159.78,714.23,918.51,240793
O,1/12/19,25284,7863,1782482,1497562,100808,46548,43314.31,1474.32,701.71,194152
O,1/19/19,27213,6133,1953254,1879476,232503,52189,31642.71,4341.99,998.11,250417
O,1/26/19,27038,7491,1885465,1530140,824696,56606,27829.46,17813.43,764.18,255379
O,2/2/19,18145,6469,2171864,1471923,654210,52618,43002.91,11628.58,923.45,270290
O,2/9/19,23948,6185,1858872,1477829,366454,50033,29444.53,10553.88,776.76,259119
O,2/16/19,36242,10146,1428041,1889083,368816,48736,22106.07,10372.95,954.01,362005
O,2/23/19,13463,8217,1536410,1240809,145735,44895,35398.89,3377.41,1191.96,293559
O,3/2/19,167,8503,2218263,1702922,73913,43857,23557.95,1380.33,878.24,265207
O,3/9/19,35,7851,2185390,1589163,110181,45318,46811.05,3198,846.31,230146
O,3/16/19,104,11220,2207153,1460766,482711,61013,25823.69,10643.78,1084.51,294054
O,3/23/19,667,18360,2760216,1459489,584441,45512,25835.62,7758.45,983.06,321997
O,3/30/19,317,20264,1771461,1791160,602365,50130,23914.72,14637.47,845.94,273942
O,4/6/19,8913,20991,1894855,1500185,175446,37288,31378.8,3829.11,880.93,256543
O,4/13/19,10489,19570,2743885,1456228,333981,42107,63219.11,8867.2,1231.63,247087
O,4/20/19,16662,21779,2625498,1581536,420634,32358,56238.17,9369.62,618.85,303692
O,4/27/19,23663,17913,2150833,1836686,333040,34770,51878.09,4645.91,876.2,342947
O,5/4/19,31493,18486,2604862,1309709,233684,25977,65642.52,5731.1,578.64,266618
O,5/11/19,36190,24655,2307259,1075535,306617,27180,39454.13,8554.61,525.93,290680
O,5/18/19,41402,29957,1788742,1269306,492019,23598,25757.88,9631.27,637.15,202851
O,5/25/19,40707,24894,2555330,1234290,546238,23993,45995.94,11675.84,534.44,244085
O,6/1/19,51865,30903,2387643,1079619,181999,24950,50283.76,2416.04,617.51,254929
O,6/8/19,200144,42011,2166105,1003027,411041,30316,44448.47,7768.67,736.68,219228
O,6/15/19,135283,44529,1566252,1078688,442270,33483,27628.69,5174.56,986.91,276361
O,6/22/19,66983,42329,1031657,1297286,454330,30259,15970.05,6746.8,558.28,289031
O,6/29/19,74446,42241,1869096,1334724,316516,34900,40036.04,7477.69,675.32,235397
O,7/6/19,65649,41773,2441068,1244338,223006,54738,39984.69,3361.82,1477.93,231903
O,7/13/19,60076,68083,2884911,785655,582914,54646,69064.77,16394.46,1229.54,331668
O,7/20/19,55495,90351,2438157,1655849,307864,39103,27648.7,4571.78,1108.57,283098
O,7/27/19,77767,73103,2512297,1048426,405722,35551,46577.99,11137.07,959.88,218124
O,8/3/19,130894,90063,1242392,824724,180207,27211,20350.38,2351.7,563.27,261381
O,8/10/19,75274,99889,1476947,1009508,285687,29511,33231.31,8549.18,849.92,212553
O,8/17/19,75649,97155,1787530,1101282,378263,28713,34106.07,4595.9,478.07,268061
O,8/24/19,76329,69674,2367602,1093665,260689,34406,23865.43,6745.33,936.7,383742
O,8/31/19,72267,40735,1723821,1186919,255072,26630,42819.71,6026.08,311.57,302124
O,9/7/19,77286,34075,2344067,1480395,550197,22558,26581.72,14236.35,563.39,339971
O,9/14/19,72436,25210,1399053,1883268,498819,25898,14354.28,10325.55,367.1,343878
O,9/21/19,72063,24476,1427870,1910130,915680,23010,31356.03,19572.66,476.31,252280
O,9/28/19,87144,33127,2723287,1129102,2877078,28644,29411.5,44666.64,831.39,274705
O,10/5/19,26112,41588,3020392,1633115,724639,25130,38600.61,19728.3,695.47,512992
O,10/12/19,21987,27113,2541891,1739536,798080,24305,31570.29,22086.86,563.27,474067
O,10/19/19,35862,28259,2318611,1549055,739841,31239,32135.95,18477.53,752.08,452004
O,10/26/19,31095,26687,4459523,1522042,573111,25441,90706.7,7092.25,755.6,381046
O,11/2/19,34180,32293,5252093,1393765,667317,24260,80357.02,18167.71,644.1,373078
O,11/9/19,32990,40521,10141086,2241717,1100788,22282,135079.27,20061.86,365.98,697537
O,11/16/19,37103,59531,10735172,2895715,1868190,22597,191300.77,42874.96,274.55,771037
O,11/23/19,24059,52209,9110638,1569103,3463154,22092,149232.25,88050.69,417.54,778140
O,11/30/19,25444,37043,10645783,2891135,1889717,32027,120723.18,53148.29,706.2,1414458
O,12/7/19,25030,34473,4957247,2650752,1995300,35835,57107.49,39506.94,532.15,1472586
O,12/14/19,24718,38180,1794615,1583826,1879345,19755,31657.01,31713.95,257.8,1009199
O,12/21/19,21955,32573,1400046,1602798,908687,16146,22932.75,27396.91,446.84,655924
O,12/28/19,27162,40129,2574929,1096048,329175,22800,35688.52,9183.98,492.48,370502
O,1/4/20,91660,46927,1303360,1264960,283557,20345,20645.22,4019.42,453.18,377327
O,1/11/20,25731,54676,1170475,1680077,411971,25428,12009.07,8342.41,343.28,290329
O,1/18/20,55653,49756,1382462,1591698,522123,26103,18663.24,13627.41,299.53,302789
O,1/25/20,69526,49174,2301878,1316342,404846,25684,55935.64,11204.11,439.2,248209
O,2/1/20,84267,56717,2616351,4106323,158521,26292,46152.43,2853.38,550.16,243933
O,2/8/20,79379,61428,2686324,1503219,516137,21167,38199.53,15329.27,257.18,261584
O,2/15/20,73312,75101,1973543,1189130,912486,23493,41562.82,24431.81,449.3,430355
O,2/22/20,64240,76310,1998520,1711780,1018314,28307,41009.63,13976.36,509.53,386540
O,2/29/20,49720,60330,1907306,1233603,423742,24256,22315.48,5911.2,496.64,314972
P,1/6/18,479,128,845,583775,92867,31918,8.82,1525.34,466.8,67635
P,1/13/18,785,719,815,844625,16691,33545,19.36,221.57,867.98,96133
P,1/20/18,297,687,748,716229,45615,40734,10.1,1231.61,714.88,91509
P,1/27/18,332,251,248,697109,79537,27488,5.71,1288.5,346.35,81009
P,2/3/18,12,639,181,681500,47910,25314,4.27,1164.21,717.65,83766
P,2/10/18,165,452,637,724900,46023,28797,13.42,724.86,758.08,73332
P,2/17/18,6,906,392,1058003,124308,32807,8.96,2013.79,1033.42,106171
P,2/24/18,72,88,806,925491,625,24714,10.16,19.13,706.2,112742
P,3/3/18,363,727,575,705625,11129,29714,12.11,272.94,701.99,108682
P,3/10/18,641,249,184,786950,79005,30730,2.32,977.69,463.25,101336
P,3/17/18,368,119,841,775749,11549,31544,9.69,249.46,454.23,110680
P,3/24/18,82,661,927,707843,74377,33374,11.01,2309.41,833.52,110051
P,3/31/18,605,172,376,712879,43055,33787,6.56,552.18,927.45,79897
P,4/7/18,576,678,204713,699055,87602,27380,3611.14,1084.07,708.46,73585
P,4/14/18,209,400,355497,846837,63269,27405,6782.88,1039.19,647.44,79120
P,4/21/18,733,31,326710,686826,45759,32343,3822.51,1070.76,553.07,91111
P,4/28/18,47,96,356628,789342,28457,24609,7061.23,627.48,299,83443
P,5/5/18,689,595,409284,666385,54982,21030,5599.01,1348.43,302.83,93888
P,5/12/18,534,48,528185,579232,44848,25462,7796.01,645.81,429.67,100435
P,5/19/18,63,408,512766,631833,5895,23485,6830.04,144.57,549.55,75507
P,5/26/18,583,736,515036,762483,16873,26781,5191.56,463.16,729.11,80435
P,6/2/18,221,78,399621,558024,55446,26822,5179.09,1434.67,706.09,83027
P,6/9/18,261,209,355637,626925,84948,21740,6849.57,1911.33,655.46,87246
P,6/16/18,306,113,321196,564213,44648,23125,2890.76,843.85,431.86,81040
P,6/23/18,986,177,345789,658653,29489,27508,7344.56,882.46,519.9,61272
P,6/30/18,110,477,405673,620659,38328,25737,4162.2,655.41,480.64,98648
P,7/7/18,159,927,579696,540187,30780,26190,8556.31,831.06,648.2,65013
P,7/14/18,896,268,654550,773161,123195,31027,8247.33,3187.67,886.6,86059
P,7/21/18,878,275,550297,587002,108024,27906,7429.01,2503.46,715.79,124571
P,7/28/18,648,392,555865,612599,69880,27433,12206.8,1477.96,777.73,73713
P,8/4/18,420,563,529436,478242,79550,25436,8576.86,1056.03,726.83,77668
P,8/11/18,256,693,577048,596236,98948,22707,9659.78,2515.75,699.94,75270
P,8/18/18,624,139,841103,690034,157628,23807,14837.06,4929.82,616.01,93039
P,8/25/18,493,705,866702,699395,296539,27977,9984.41,8206.72,849.8,103608
P,9/1/18,602,377,905125,553481,232061,22042,21831.62,5639.08,287.65,89595
P,9/8/18,255,955,863889,579864,251242,20311,18815.5,4013.59,461.57,79080
P,9/15/18,695,227,951236,563804,205380,15967,10958.24,6053.58,470.63,101707
P,9/22/18,763,909,921318,546601,214139,9943,14925.35,3613.6,225.95,101231
P,9/29/18,233,297,1160959,481784,201437,12282,18598.56,2991.34,331.61,98904
P,10/6/18,265,466,1093613,442351,93417,11313,13582.67,1849.66,346.18,115063
P,10/13/18,655,1195,861964,438569,110034,12537,14429.28,1906.34,265.16,143780
P,10/20/18,369,953,1129903,431884,99772,12141,23795.76,2199.97,215.81,187322
P,10/27/18,415,1426,1049835,456531,102019,10816,12472.04,2593.83,163.05,117485
P,11/3/18,73,1248,1061180,447580,158134,10287,11842.77,1850.17,317.1,186760
P,11/10/18,405,3541,1874690,929800,241236,10785,44542.63,5156.42,259.65,269303
P,11/17/18,454,2392,2783706,912698,308680,8812,54115.24,9306.7,222.06,286936
P,11/24/18,610,1082,3169180,928445,629816,9613,37079.41,8219.1,175.2,423636
P,12/1/18,984,1389,2089180,1147692,129673,11566,48510.76,3180.23,327.9,365644
P,12/8/18,12467,3434,954875,709895,63956,11822,18562.77,1813.15,223.44,277438
P,12/15/18,10204,3506,714138,589614,121071,8111,8483.96,3786.5,187.97,292881
P,12/22/18,3334,2983,634430,575785,52458,8960,14274.68,873.43,209.66,171420
P,12/29/18,3481,2950,676789,810920,32317,12842,12547.67,632.61,248.49,80022
P,1/5/19,2293,2225,642316,809823,13080,12952,12833.47,297.24,320.56,89386
P,1/12/19,4734,2156,574167,606729,35791,21260,11885.26,426.81,301.36,96651
P,1/19/19,4616,1883,623478,761890,83589,23720,11783.73,959.18,320.22,93568
P,1/26/19,4430,2504,590656,620115,271610,24217,10631.81,4950.09,419.56,91227
P,2/2/19,3912,1499,687562,595785,189651,23493,9034.56,3755.09,544.45,89222
P,2/9/19,4821,2058,621525,599399,102061,23044,13984.31,2227.48,456.27,86813
P,2/16/19,6263,3107,486133,765331,127374,21504,8575.39,3410.44,299.98,131154
P,2/23/19,2054,2506,497498,503132,53302,18092,8507.22,1547.09,260.52,108898
P,3/2/19,769,2032,737324,689482,27830,19055,12210.09,594.87,385.86,112143
P,3/9/19,183,1412,744769,643280,40338,18770,8043.51,499.18,333.64,105137
P,3/16/19,96,1435,746310,591720,81302,27883,8194.48,1152.46,658.74,104765
P,3/23/19,681,4042,924729,591562,111037,20333,22304.46,1623.92,329.39,111904
P,3/30/19,840,4542,579040,725592,144623,21994,8338.18,4295.3,395.89,98301
P,4/6/19,1078,6237,607165,608404,57326,16596,13224.05,1522.01,205.38,87756
P,4/13/19,1745,5509,905382,589875,115144,16950,8148.44,1839.43,293.66,81797
P,4/20/19,2741,6455,906321,641187,158645,13941,14029.85,4104.94,254.07,98594
P,4/27/19,3076,4938,719671,743913,141137,15596,13990.4,2540.47,185.98,106718
P,5/4/19,3652,5977,862313,530776,93276,10542,11796.44,2077.72,298.87,105670
P,5/11/19,4933,7195,775310,435686,121807,11665,13536.91,1671.8,228.34,92519
P,5/18/19,6230,7620,603362,514836,181673,12233,7059.34,4332.9,261.48,77191
P,5/25/19,6163,6457,829062,500299,202534,9927,17609.28,4055.74,299.3,89355
P,6/1/19,7521,7927,781321,437522,68417,9600,12657.4,1693.32,168.48,93068
P,6/8/19,45140,12929,691599,406359,156710,11502,16556.88,2679.74,349.37,89045
P,6/15/19,29992,12795,521005,436764,174311,14725,9753.21,3686.68,215.35,98479
P,6/22/19,11315,11894,340909,525740,160723,10989,3313.64,4014.06,318.96,120319
P,6/29/19,12941,11447,607819,541186,99906,9896,10174.89,1506.08,307.27,87732
P,7/6/19,10524,11882,815280,504436,85269,9202,12473.78,1976.11,240.17,80036
P,7/13/19,10314,18480,969742,318379,217428,14452,22866.52,4402.92,409.71,120898
P,7/20/19,8609,26998,824449,670708,117657,14704,16472.49,3441.47,248.13,87217
P,7/27/19,14136,22087,840671,424965,146948,11072,19066.42,4595.8,338.8,69762
P,8/3/19,31818,26707,408793,334809,62623,10570,8462.02,718.6,230.69,85306
P,8/10/19,14496,32637,512502,408845,86689,11026,6826.53,1501.89,148.85,65984
P,8/17/19,14395,29917,620270,446079,128027,14972,6363.97,2160.46,323.4,96926
P,8/24/19,15431,20821,727967,443046,93330,12024,7599.98,1259.96,159.62,134138
P,8/31/19,14936,12414,488126,480995,90599,11391,6238.25,1712.32,256.3,99164
P,9/7/19,15174,11848,800326,599811,219033,7981,10516.28,3203.36,147.25,109667
P,9/14/19,14322,9370,465367,762849,197333,9483,8376.61,2708.4,273.11,121920
P,9/21/19,14072,8581,479699,774152,324147,9279,8634.58,5469.98,150.32,87621
P,9/28/19,18160,10664,904392,457860,954887,9866,22139.52,23633.45,259.72,92634
P,10/5/19,5070,10760,1015641,661790,251222,9979,16819.01,3956.75,159.41,159517
P,10/12/19,4605,6052,814698,705037,288236,8473,14517.92,7652.67,150.61,144252
P,10/19/19,6625,7728,754080,627233,254275,10218,14795.05,5492.34,204.62,151854
P,10/26/19,5140,8780,1443474,616189,231214,10603,28840.61,5358.38,183.7,142600
P,11/2/19,4539,9982,1722016,565203,244863,8478,23867.14,5178.85,227,152883
P,11/9/19,5273,12839,3424369,908712,421533,9325,83212.17,7397.9,153.16,276413
P,11/16/19,5266,18708,3817730,1173187,683792,8818,63908.8,8000.37,277.77,259830
P,11/23/19,2808,15344,3206828,635969,1392990,10692,47332.78,18805.37,214.11,283680
P,11/30/19,3583,11421,3608775,1171206,793045,9524,85094.91,10706.11,113.57,499724
P,12/7/19,3243,10796,1644377,1073837,860075,9936,19831.19,12385.08,254.86,527011
P,12/14/19,3814,10344,572459,641461,801309,6884,11952.94,11719.14,145.6,390260
P,12/21/19,2709,9243,439896,649376,370536,6921,5542.69,7169.87,132.36,255356
P,12/28/19,3172,11817,890443,444429,127493,10814,17630.77,3557.05,148.42,141548
P,1/4/20,17948,13408,439588,512471,103418,9303,7358.7,1977.87,240.72,137433
P,1/11/20,4168,15796,400891,680851,147143,11343,10030.29,4635,183.76,102801
P,1/18/20,8087,16724,472279,644702,170733,11336,7395.89,5378.09,331.58,121625
P,1/25/20,11757,16210,809327,533594,134951,11577,8158.02,3582.95,205.78,99000
P,2/1/20,14075,19641,899152,1663252,50648,10572,10358.23,706.54,152.24,87633
P,2/8/20,12475,19641,938791,608950,188877,17917,13011.64,4717.2,253.97,105378
P,2/15/20,11972,21796,698233,481589,354191,11973,9928.87,7012.98,148.17,169963
P,2/22/20,9981,21922,681970,693532,353430,10775,10434.14,7156.96,225.47,136343
P,2/29/20,8549,17833,647585,499999,180094,9425,14920.36,5308.27,245.99,120290
Q,1/6/18,189,740,888,647196,148616,41530,20.94,3042.91,654.1,102692
Q,1/13/18,762,631,359,936079,27617,34784,4.85,857.51,806.12,102975
Q,1/20/18,673,473,768,793897,73760,50431,10.92,995.76,851.02,91349
Q,1/27/18,128,175,484,772112,128125,34810,6.27,3805.31,587.42,107117
Q,2/3/18,620,244,572,754273,75916,27730,9.27,1076.11,580.25,100727
Q,2/10/18,856,679,162,802732,75359,32999,3.24,1797.31,749.9,84427
Q,2/17/18,182,23,885,1171812,180665,32186,18.48,3495.87,796.6,130678
Q,2/24/18,889,373,99,1025699,813,23496,0.94,9.51,544.52,126423
Q,3/3/18,338,685,512,782196,20027,29223,8.02,283.88,723.27,112471
Q,3/10/18,309,713,606,871969,108005,30412,8.07,1846.89,369.51,113117
Q,3/17/18,548,707,727,859657,13619,37878,14.92,254.33,1022.71,122625
Q,3/24/18,329,967,516,784370,110548,41795,5.67,1542.14,489,114714
Q,3/31/18,532,722,614,789679,72324,37194,12.6,1383.2,1146.51,99234
Q,4/7/18,581,363,228222,774525,130158,29817,2875.6,3426.41,932.53,76846
Q,4/14/18,980,146,392324,937137,93592,29848,4378.34,1052.91,899.92,96365
Q,4/21/18,714,145,372988,761014,67305,34580,5303.89,1211.49,490.17,100277
Q,4/28/18,328,594,377619,874358,43128,24262,5233.8,1086.83,491.31,95907
Q,5/5/18,947,306,413310,738369,82178,24566,4091.77,1090.91,724.08,96211
Q,5/12/18,821,533,572045,642173,77649,33987,13488.82,1065.73,871.77,95560
Q,5/19/18,345,366,549262,700328,8587,27632,9095.78,220.26,758.5,91144
Q,5/26/18,753,129,519046,845343,25682,29783,11398.25,699.19,891.26,92504
Q,6/2/18,624,697,426873,617940,84318,35960,7760.55,2504.24,1084.19,89211
Q,6/9/18,367,739,399301,693872,136499,29413,4168.7,2272.71,403.69,84525
Q,6/16/18,198,999,381699,624926,71823,29911,7901.17,840.33,720.11,101129
Q,6/23/18,898,202,408441,728983,47020,34266,7940.09,592.45,655.34,77598
Q,6/30/18,905,450,467180,687218,61840,35574,6559.21,1711.42,440.23,97487
Q,7/7/18,555,542,645216,598768,51231,35482,11962.3,1348.66,407.16,74448
Q,7/14/18,451,911,758971,856392,184263,38721,16530.39,3358.19,609.86,101771
Q,7/21/18,512,857,597427,650970,158755,36761,11936.59,2178.91,521.09,134919
Q,7/28/18,893,712,606505,678743,100736,29354,6550.25,1337.27,435.91,93750
Q,8/4/18,907,321,569800,529925,111947,30275,9435.89,1712.79,585.82,82731
Q,8/11/18,521,757,615729,660397,141332,24773,15183.88,2766.57,624.28,82480
Q,8/18/18,654,522,903857,764034,236025,28028,15781.34,5416.77,870.27,111609
Q,8/25/18,269,723,915589,774637,439482,33347,15821.38,6328.54,457.69,120869
Q,9/1/18,943,833,1019009,612692,340246,27198,9537.92,4516.77,324.34,102197
Q,9/8/18,714,904,918706,643276,407684,25248,11741.06,11741.3,670.33,115391
Q,9/15/18,598,880,1013644,624520,307624,20045,22989.45,6644.68,455.52,117568
Q,9/22/18,656,492,958299,605528,334323,13888,13282.02,8575.38,199.99,113269
Q,9/29/18,120,696,1103238,534175,309503,17400,26212.93,6824.54,422.82,139182
Q,10/6/18,906,1529,1036112,490572,140313,14059,23685.52,1862.66,173.98,139650
Q,10/13/18,180,2641,948306,486082,176864,14884,14338.39,2666.22,304.75,152792
Q,10/20/18,644,2891,1291300,478664,157755,15001,28356.95,4791.81,222.76,164056
Q,10/27/18,421,2557,1151402,505970,159950,12577,16372.94,4642.55,299.96,153185
Q,11/3/18,772,3221,1167913,496268,241738,13111,16607.72,4079.33,321.55,192111
Q,11/10/18,29,7455,2077302,1029534,341108,14194,50852.35,6677.19,178.84,310919
Q,11/17/18,866,4831,3281448,1010845,510616,10037,51387.48,10684.64,257.45,349937
Q,11/24/18,855,2858,3734429,1028659,1005215,12325,59825.55,19450.91,174.71,561412
Q,12/1/18,1563,2129,2464701,1272042,185341,15928,28837,4295.28,279.54,427539
Q,12/8/18,25743,2564,1163129,787182,90247,15176,16958.42,1421.39,262.92,289306
Q,12/15/18,21237,4164,798745,652740,169711,10694,10639.28,2825.69,279.11,306159
Q,12/22/18,9433,3919,718406,637288,78631,12081,15258.94,1521.51,293.57,162804
Q,12/29/18,9026,4281,768953,898443,45353,19841,10934.51,897.99,401.78,86032
Q,1/5/19,5813,3747,716960,896576,18221,18741,15357.28,508.37,586.12,112399
Q,1/12/19,10077,3308,655187,672075,55115,28847,10260.23,1413.7,739.93,92404
Q,1/19/19,10906,2981,712423,843926,131259,30910,16927.17,3396.33,827.62,127024
Q,1/26/19,11238,3548,701982,686619,439882,34623,11498.47,13064.5,880.29,104664
Q,2/2/19,7145,3469,766926,660315,309921,31230,11595.92,3835.27,505.93,108813
Q,2/9/19,9069,3025,653537,663093,155530,31911,11998.94,4479.26,595.94,93293
Q,2/16/19,12875,4679,505841,847350,183804,29829,7375.16,2109.15,530.21,161584
Q,2/23/19,5479,4307,532677,556849,72476,26373,12848.17,1565.48,611.19,129446
Q,3/2/19,497,3602,805804,764656,39812,28873,19435.99,770.36,675.63,117053
Q,3/9/19,277,3723,810152,713123,57684,29850,7728.85,726.82,604.46,113318
Q,3/16/19,288,4891,809161,655526,120528,37593,9758.48,2359.34,820.47,133608
Q,3/23/19,443,7690,1013175,655529,168934,29049,12036.52,2812.75,679.75,106475
Q,3/30/19,746,9872,633449,804160,217303,33545,14936.73,3275.84,815.14,120876
Q,4/6/19,2851,10157,690701,673302,89564,22225,8205.53,1249.42,365.05,113044
Q,4/13/19,3185,9182,981105,653956,171948,22320,23840.85,5377.67,441.94,101756
Q,4/20/19,5413,9602,951479,709746,250250,18740,17469.15,6531.53,543.93,130237
Q,4/27/19,7339,7148,777313,824404,234412,19661,9934.06,3639.25,384.86,122301
Q,5/4/19,11482,7647,915803,587532,141371,13557,22748.55,2290.21,207.42,131231
Q,5/11/19,12064,9546,799123,482975,184293,15215,7911.32,4478.32,195.13,112708
Q,5/18/19,14497,12736,659718,569722,269651,14262,9381.19,3943.65,224.63,101689
Q,5/25/19,15383,10738,908007,554157,310799,14067,20430.16,7762.21,300.68,117655
Q,6/1/19,18908,13015,862672,484824,102648,13709,19720.68,1570.51,200.49,103387
Q,6/8/19,81659,20911,812456,450158,243783,17077,20327.65,6417.59,226.7,91162
Q,6/15/19,53345,21524,576069,484377,290302,20202,11095.09,6466.48,477.27,132010
Q,6/22/19,23833,18354,367618,581994,249320,15381,4565.82,5273.12,373.76,116050
Q,6/29/19,25923,17409,728310,598498,145311,13196,15338.21,2255.95,216.74,99349
Q,7/6/19,23085,17705,912807,558901,135953,14754,17744.97,4098.98,295.45,88783
Q,7/13/19,22202,29571,1104134,352852,333315,22176,16893.25,5174.72,404.16,131529
Q,7/20/19,21850,42029,871063,743263,186805,19412,20069.29,3152.33,559.07,132658
Q,7/27/19,31505,32960,877353,471008,231787,16095,12949.73,3337.73,264.36,81619
Q,8/3/19,59816,41574,422521,370146,86898,13308,10647.53,1368.64,410.22,112657
Q,8/10/19,29645,47531,503160,453214,119805,16685,11321.1,3261.69,311.59,77340
Q,8/17/19,31198,44165,599464,494211,180239,20159,12408.9,5190.88,362.86,112641
Q,8/24/19,31088,31730,830649,490938,132747,16743,11662.31,2001.16,256.17,176049
Q,8/31/19,29040,18307,607483,533030,136906,15434,7654.29,3172.8,236.14,126725
Q,9/7/19,32139,16451,802440,664685,334380,11680,11121.82,8727.32,283.82,146184
Q,9/14/19,30602,12581,489141,845142,301713,13425,4754.45,3394.27,302.06,146340
